ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,BuyLaptop,Cluster
460894,Male,Yes,40,No,Executive,4.0,High,3.0,Yes,1
462430,Male,Yes,42,No,Executive,0.0,High,2.0,Yes,1
461952,Female,No,22,No,Artist,,High,1.0,Yes,0
463646,Male,Yes,45,No,Artist,1.0,Average,4.0,No,1
467630,Male,Yes,85,No,Lawyer,0.0,Low,1.0,No,3
464769,Female,,55,No,Engineer,7.0,Average,3.0,Yes,4
461559,Male,,52,Yes,Artist,0.0,Low,4.0,No,1
459143,Male,Yes,42,No,Artist,0.0,High,3.0,Yes,1
459036,Female,Yes,18,Yes,Lawyer,0.0,Average,2.0,Yes,4
465062,Male,Yes,56,No,Executive,0.0,High,4.0,Yes,1
463817,Female,No,33,Yes,Healthcare,1.0,Low,5.0,No,2
461521,Male,Yes,64,Yes,Artist,0.0,High,2.0,Yes,1
464996,Male,Yes,47,No,Entertainment,9.0,Average,6.0,No,1
461963,Female,No,43,Yes,Artist,8.0,Low,1.0,No,0
461439,Male,Yes,37,Yes,Artist,1.0,Average,2.0,No,1
467285,Male,Yes,55,No,Executive,,High,4.0,Yes,1
465444,Female,No,30,Yes,Entertainment,0.0,Low,4.0,No,0
460964,Male,Yes,80,No,Lawyer,1.0,High,1.0,Yes,3
465604,Female,Yes,41,No,Engineer,9.0,Average,2.0,Yes,4
464829,Male,No,22,No,Healthcare,9.0,Low,5.0,No,2
467189,Female,Yes,46,Yes,Artist,1.0,High,4.0,Yes,4
464893,Male,Yes,43,Yes,Artist,0.0,Low,2.0,No,1
465053,Male,Yes,82,Yes,Executive,0.0,High,2.0,Yes,3
462992,Female,Yes,56,Yes,Engineer,,High,3.0,Yes,4
461380,Male,Yes,37,Yes,Artist,1.0,Average,2.0,No,1
467663,Male,Yes,27,Yes,Doctor,,Average,3.0,Yes,1
466954,Female,Yes,68,No,Doctor,8.0,Average,2.0,Yes,4
464915,Male,No,43,Yes,Executive,,High,3.0,Yes,1
463989,Male,No,79,No,Lawyer,0.0,Low,1.0,No,3
463038,Male,Yes,63,Yes,Executive,0.0,High,5.0,Yes,1
465362,Female,Yes,49,Yes,Engineer,1.0,Average,5.0,Yes,4
461431,Male,Yes,41,Yes,Doctor,2.0,Average,3.0,Yes,1
460583,Male,No,18,No,Marketing,1.0,Low,6.0,No,2
464909,Female,Yes,38,Yes,Homemaker,0.0,Low,2.0,No,4
462047,Female,Yes,26,Yes,Artist,12.0,Average,2.0,No,4
463441,Male,Yes,37,Yes,Artist,6.0,High,3.0,Yes,1
461006,Male,,20,No,Healthcare,0.0,High,,Yes,1
464858,Male,No,20,No,Healthcare,1.0,Low,3.0,No,2
459900,Male,No,52,Yes,Artist,6.0,Low,1.0,No,0
462798,Male,Yes,68,Yes,Artist,9.0,High,2.0,Yes,1
461734,Female,No,77,No,,,High,1.0,Yes,4
464876,Female,Yes,49,No,Engineer,,Average,5.0,Yes,4
464745,Male,,62,No,Engineer,0.0,Average,4.0,Yes,1
461770,Male,Yes,65,Yes,Artist,1.0,Low,2.0,No,1
459250,Male,Yes,49,Yes,Doctor,1.0,Average,4.0,Yes,1
465832,Male,Yes,55,No,Executive,9.0,High,4.0,Yes,1
459987,Male,Yes,58,Yes,Healthcare,,High,1.0,Yes,3
459858,Female,No,31,No,Healthcare,8.0,Low,4.0,No,2
465117,Female,Yes,73,Yes,Artist,1.0,High,2.0,Yes,4
459750,Female,Yes,44,Yes,Engineer,0.0,Average,2.0,Yes,4
464681,Female,Yes,29,No,Engineer,2.0,Average,4.0,Yes,4
462632,Female,Yes,41,Yes,Engineer,,Average,4.0,Yes,4
463762,Female,Yes,26,Yes,Executive,0.0,High,4.0,Yes,4
459740,Female,No,20,No,Healthcare,0.0,Low,3.0,No,2
466509,Male,Yes,56,No,Executive,1.0,Average,3.0,No,1
463689,Female,Yes,40,Yes,Doctor,1.0,Low,,No,4
464556,Female,No,39,Yes,Artist,1.0,Low,3.0,No,0
461681,Male,No,31,Yes,Healthcare,9.0,Low,3.0,No,0
467137,Female,Yes,59,Yes,Engineer,0.0,Low,1.0,No,4
466384,Female,Yes,71,Yes,Engineer,0.0,High,3.0,Yes,4
461771,Male,Yes,32,Yes,Doctor,11.0,Average,1.0,Yes,1
466078,Female,Yes,51,No,Executive,,Low,1.0,No,4
461646,Female,Yes,58,No,Artist,,High,3.0,Yes,4
467014,Female,No,39,Yes,Executive,8.0,High,3.0,Yes,0
461156,Male,No,22,No,Marketing,3.0,Low,6.0,No,2
459731,Female,Yes,60,Yes,Artist,0.0,High,4.0,Yes,4
459029,Male,Yes,70,No,Executive,,High,2.0,Yes,3
465963,Male,Yes,46,Yes,Artist,0.0,Low,2.0,No,1
460398,Female,No,39,Yes,Entertainment,7.0,Low,1.0,No,0
460947,Male,Yes,41,Yes,Executive,6.0,High,6.0,Yes,1
459219,Female,Yes,47,Yes,Artist,0.0,Average,3.0,No,4
466718,Male,Yes,62,,Executive,1.0,High,1.0,Yes,3
459687,Male,Yes,53,No,Executive,,High,4.0,Yes,1
462412,Male,Yes,71,No,Artist,1.0,Low,5.0,No,1
461573,Female,No,40,Yes,Engineer,1.0,Low,5.0,No,0
465237,Male,Yes,68,Yes,Lawyer,,High,2.0,Yes,3
459804,Male,Yes,46,No,Artist,2.0,High,3.0,Yes,1
467037,Male,Yes,58,Yes,Lawyer,0.0,High,3.0,Yes,3
467424,Male,Yes,56,Yes,Entertainment,2.0,Average,2.0,No,1
467161,Female,Yes,30,Yes,Homemaker,9.0,Low,2.0,No,4
460262,Male,No,28,No,Executive,9.0,Low,4.0,No,2
467393,Female,Yes,46,Yes,Artist,0.0,Average,4.0,No,4
459278,Male,Yes,65,No,Executive,,High,2.0,Yes,3
463622,Male,No,27,Yes,Healthcare,8.0,Low,1.0,No,0
459379,Female,No,19,No,Healthcare,3.0,Low,3.0,No,2
460292,Female,No,27,Yes,Marketing,12.0,Low,3.0,No,0
466030,Female,Yes,36,No,Entertainment,8.0,Low,2.0,No,4
464026,Male,No,18,No,Healthcare,1.0,Low,2.0,No,2
461540,Male,No,38,Yes,,3.0,Low,2.0,No,0
460579,Female,Yes,38,No,Engineer,0.0,Average,5.0,Yes,4
463957,Female,No,32,No,Entertainment,0.0,Low,3.0,No,2
464910,Female,Yes,45,Yes,Artist,0.0,Average,5.0,No,4
467916,Female,Yes,48,Yes,Artist,6.0,Low,1.0,No,4
461585,Male,No,38,Yes,Entertainment,1.0,Low,1.0,No,0
462726,Female,Yes,78,No,Homemaker,1.0,High,,Yes,3
467561,Male,Yes,61,Yes,Artist,1.0,Low,2.0,No,1
461544,Male,Yes,80,No,Lawyer,2.0,High,2.0,Yes,3
460167,Female,No,18,No,Entertainment,1.0,Low,5.0,No,2
463243,Male,No,19,No,Healthcare,0.0,Low,3.0,No,2
463128,Male,Yes,68,Yes,Lawyer,0.0,High,5.0,Yes,3
467533,Male,Yes,79,Yes,Lawyer,2.0,Low,1.0,No,3
466817,Female,Yes,81,No,Lawyer,0.0,High,2.0,Yes,3
464828,Male,No,18,No,Healthcare,8.0,Low,6.0,No,2
465987,Male,,20,No,Healthcare,1.0,Low,3.0,No,2
464268,Female,No,51,Yes,Artist,0.0,Low,1.0,No,0
464042,Female,Yes,42,Yes,Artist,9.0,Low,2.0,No,4
464725,Male,Yes,49,No,Executive,11.0,High,10.0,Yes,1
459141,Male,Yes,28,No,Artist,0.0,Average,2.0,No,1
462688,Female,Yes,29,Yes,Healthcare,8.0,Low,3.0,No,4
464709,Male,Yes,40,No,Executive,8.0,High,4.0,Yes,1
467599,Female,No,19,No,Healthcare,0.0,Low,3.0,No,2
462835,Male,Yes,59,No,Engineer,,Average,4.0,Yes,1
459625,Female,Yes,57,No,Engineer,8.0,Low,1.0,No,4
459258,Female,Yes,77,Yes,Lawyer,0.0,High,,Yes,3
465705,Female,Yes,46,Yes,Artist,1.0,Average,4.0,No,4
460516,Female,,80,No,Lawyer,0.0,High,2.0,Yes,3
463491,Female,Yes,24,Yes,Doctor,8.0,Average,3.0,Yes,4
461597,Female,Yes,38,Yes,Doctor,1.0,Average,4.0,Yes,4
466036,Female,Yes,89,Yes,Lawyer,1.0,Low,,No,3
459645,Male,Yes,43,Yes,Artist,,Average,2.0,No,1
462358,Male,Yes,36,No,Doctor,5.0,Average,3.0,Yes,1
464050,Female,No,30,Yes,Artist,0.0,Low,1.0,No,0
463335,Male,No,27,Yes,Doctor,,Low,1.0,No,0
460893,Male,No,57,Yes,Entertainment,4.0,Low,1.0,No,0
467773,Male,Yes,74,Yes,Lawyer,3.0,High,2.0,Yes,3
459179,Male,Yes,60,No,Entertainment,0.0,Average,3.0,No,1
467892,Male,No,23,No,Doctor,1.0,Low,5.0,No,2
466159,Female,Yes,45,Yes,Engineer,3.0,Average,2.0,Yes,4
464408,Female,Yes,45,Yes,Artist,,Average,4.0,No,4
465624,Male,No,39,Yes,Artist,8.0,Low,3.0,No,0
467190,Male,Yes,36,Yes,Executive,0.0,Low,2.0,No,1
460282,Male,Yes,40,No,Executive,0.0,Low,3.0,No,1
461719,Male,Yes,82,Yes,Lawyer,0.0,Low,1.0,No,3
466974,Female,Yes,35,Yes,Artist,8.0,Average,2.0,No,4
459220,Female,Yes,77,No,Lawyer,3.0,High,1.0,Yes,3
460789,Male,Yes,36,Yes,Executive,1.0,Low,3.0,No,1
461670,Male,Yes,59,Yes,Artist,0.0,Average,6.0,No,1
460791,Female,No,27,Yes,Engineer,9.0,Low,7.0,No,2
465923,Female,No,30,Yes,Engineer,9.0,Low,5.0,No,0
467307,Male,Yes,57,Yes,Executive,1.0,High,3.0,Yes,1
461788,Female,Yes,80,Yes,Lawyer,2.0,High,1.0,Yes,3
463073,Male,Yes,42,Yes,Artist,1.0,Average,3.0,No,1
467516,Female,Yes,35,No,Artist,0.0,High,2.0,Yes,4
462769,Female,Yes,40,No,Homemaker,8.0,High,5.0,Yes,4
461398,Male,No,20,No,Doctor,0.0,Low,4.0,No,2
464859,Female,Yes,45,Yes,Artist,1.0,Average,3.0,No,4
466208,Female,Yes,64,No,Executive,2.0,High,1.0,Yes,3
462897,Male,No,33,Yes,Healthcare,3.0,Low,2.0,No,0
465106,Male,Yes,56,Yes,Executive,0.0,High,2.0,Yes,1
465637,Female,No,41,Yes,Artist,1.0,Low,1.0,No,0
462332,Female,Yes,36,Yes,Artist,1.0,High,1.0,Yes,4
459269,Male,Yes,58,Yes,Artist,0.0,Average,2.0,No,1
463929,Male,Yes,56,Yes,Doctor,10.0,Average,1.0,Yes,1
467470,Male,Yes,54,No,Engineer,1.0,Average,2.0,Yes,1
462466,Male,Yes,52,Yes,Executive,0.0,High,4.0,Yes,1
463093,Female,Yes,31,No,Healthcare,,Low,4.0,No,2
463027,Male,Yes,69,Yes,Executive,1.0,Average,4.0,No,1
462464,Male,Yes,53,Yes,Artist,1.0,Average,4.0,No,1
459804,Male,Yes,45,No,Artist,3.0,High,4.0,Yes,1
462379,Female,Yes,60,Yes,Artist,1.0,Average,3.0,No,4
467447,Female,Yes,36,Yes,Engineer,,Average,2.0,Yes,4
463306,Male,Yes,60,Yes,Engineer,0.0,High,5.0,Yes,1
465546,Female,No,25,No,Marketing,1.0,Low,9.0,No,2
466374,Male,Yes,83,No,Lawyer,,Low,1.0,No,3
460619,Male,No,52,Yes,Entertainment,,Low,,No,0
464662,Female,Yes,50,Yes,Artist,1.0,High,3.0,Yes,4
462473,Male,No,69,No,Engineer,1.0,Low,,No,2
466361,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,Yes,3
460724,Male,No,30,Yes,Healthcare,1.0,Low,4.0,No,2
459562,Male,Yes,59,No,Entertainment,1.0,Average,2.0,No,1
464509,Male,Yes,56,Yes,Artist,1.0,High,5.0,Yes,1
459870,Male,Yes,44,No,Executive,13.0,High,5.0,Yes,1
460480,Male,No,18,No,Healthcare,0.0,Low,7.0,No,2
464901,Male,Yes,82,No,Executive,1.0,High,4.0,Yes,3
467742,Male,Yes,59,Yes,Artist,4.0,High,4.0,Yes,1
462311,Male,Yes,54,Yes,Executive,,High,8.0,Yes,1
466553,Male,Yes,39,Yes,Healthcare,1.0,Low,3.0,No,1
467399,Male,Yes,29,Yes,Doctor,1.0,Low,3.0,No,1
462776,Female,Yes,48,Yes,Engineer,0.0,Average,2.0,Yes,4
461218,Male,Yes,27,No,Executive,0.0,Low,6.0,No,2
459076,Male,Yes,69,No,Doctor,0.0,Average,2.0,Yes,1
458987,Female,Yes,74,Yes,Lawyer,0.0,High,1.0,Yes,3
459596,Female,Yes,60,Yes,Doctor,0.0,Average,1.0,Yes,4
460331,Female,No,35,No,Artist,5.0,Low,1.0,No,0
464987,Male,Yes,50,Yes,Executive,1.0,High,5.0,Yes,1
464283,Male,No,40,Yes,Artist,5.0,Low,2.0,No,0
459105,Male,Yes,39,Yes,Executive,5.0,High,3.0,Yes,1
460278,Male,Yes,29,Yes,Artist,0.0,Low,5.0,No,1
467373,Male,No,31,Yes,Healthcare,,Low,1.0,No,0
467866,Male,Yes,50,Yes,Artist,1.0,Average,3.0,No,1
467731,Male,Yes,56,Yes,Artist,,Average,4.0,No,1
459806,Female,Yes,50,No,Engineer,1.0,Average,4.0,Yes,4
460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,No,1
465018,Male,No,42,Yes,Entertainment,0.0,Low,3.0,No,0
463111,Female,No,42,Yes,Engineer,6.0,Low,3.0,No,0
463456,Male,Yes,42,No,Entertainment,3.0,High,4.0,Yes,1
465316,Male,No,21,No,Healthcare,0.0,Low,6.0,No,2
460699,Male,No,28,Yes,Artist,9.0,Low,1.0,No,0
466863,Female,No,28,No,Homemaker,10.0,Low,1.0,No,0
460853,Female,Yes,63,Yes,Artist,1.0,High,3.0,Yes,4
466539,Female,Yes,80,No,Lawyer,1.0,High,2.0,Yes,3
459055,Female,No,19,No,Entertainment,1.0,Low,5.0,No,2
464646,Male,No,56,No,Engineer,6.0,Average,5.0,Yes,2
462124,Male,No,36,Yes,Artist,8.0,Low,1.0,No,0
463974,Female,No,33,Yes,Homemaker,7.0,Low,3.0,No,0
466675,Female,Yes,49,Yes,Artist,2.0,Average,2.0,No,4
464835,Male,No,19,No,Healthcare,1.0,Low,6.0,No,2
467779,Male,No,52,Yes,Doctor,1.0,Average,2.0,Yes,0
466104,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,No,3
467900,Female,No,37,No,Engineer,3.0,Low,1.0,No,0
459921,Male,No,37,Yes,Artist,8.0,Low,1.0,No,0
459188,Male,No,27,No,Healthcare,1.0,Low,3.0,No,2
462885,Male,No,25,No,Executive,2.0,High,2.0,Yes,2
462939,Male,Yes,40,Yes,Doctor,0.0,High,5.0,Yes,1
459401,Male,No,26,No,Healthcare,1.0,Low,3.0,No,2
462057,Male,Yes,40,Yes,Artist,3.0,Average,4.0,No,1
466134,Male,No,43,Yes,Doctor,1.0,High,2.0,Yes,1
464472,Female,No,27,Yes,Artist,0.0,Low,3.0,No,0
461213,Female,No,31,Yes,Healthcare,1.0,Low,4.0,No,2
463481,Female,Yes,37,Yes,Artist,,Average,3.0,No,4
459957,Female,Yes,32,Yes,Artist,8.0,Low,3.0,No,4
463701,Male,Yes,52,Yes,Marketing,1.0,High,4.0,Yes,3
462512,Female,Yes,28,No,Entertainment,,Average,2.0,No,4
464907,Male,,54,Yes,Engineer,0.0,Average,2.0,Yes,1
460633,Male,Yes,42,Yes,,,High,3.0,Yes,1
467734,Male,Yes,80,Yes,Lawyer,4.0,High,2.0,Yes,3
461957,Male,Yes,47,Yes,Entertainment,1.0,Average,4.0,No,1
458990,Female,Yes,70,No,Lawyer,0.0,High,4.0,Yes,3
460907,Male,Yes,82,No,Lawyer,1.0,High,3.0,Yes,3
459588,Male,Yes,52,Yes,Artist,1.0,Low,1.0,No,1
464454,Male,Yes,51,Yes,Engineer,9.0,High,3.0,Yes,1
464605,Female,Yes,65,Yes,Lawyer,1.0,Low,1.0,No,3
465990,Female,Yes,52,Yes,Executive,1.0,High,3.0,Yes,4
465530,Female,Yes,56,Yes,Artist,1.0,Average,4.0,No,4
464670,Male,Yes,42,No,Entertainment,0.0,Average,4.0,No,1
464478,Female,Yes,71,No,Lawyer,0.0,High,3.0,Yes,3
464271,Female,Yes,36,Yes,Artist,0.0,Average,3.0,No,4
463483,Male,Yes,29,Yes,Executive,0.0,High,3.0,Yes,1
464291,Female,Yes,80,Yes,Artist,0.0,High,1.0,Yes,4
466824,Male,Yes,40,Yes,Artist,3.0,High,3.0,Yes,1
463192,Female,Yes,46,No,Entertainment,4.0,Average,,No,4
460912,Male,No,29,No,Entertainment,1.0,Low,5.0,No,2
459667,Female,Yes,48,Yes,Healthcare,2.0,High,5.0,Yes,4
466366,Male,No,18,No,Healthcare,0.0,Low,3.0,No,2
465044,Female,Yes,46,Yes,Engineer,0.0,Average,4.0,Yes,4
459750,Female,Yes,36,Yes,Engineer,1.0,Average,3.0,Yes,4
459201,Female,Yes,66,Yes,Artist,0.0,Average,2.0,No,4
459432,Male,Yes,84,Yes,Lawyer,0.0,Low,3.0,No,3
464379,Female,Yes,42,Yes,Engineer,13.0,Average,4.0,Yes,4
459741,Male,Yes,64,Yes,Lawyer,0.0,High,3.0,Yes,3
466465,Male,Yes,42,No,Engineer,7.0,High,3.0,Yes,1
465754,Female,Yes,57,Yes,Artist,0.0,Average,4.0,No,4
465998,Female,No,40,Yes,Engineer,6.0,Low,3.0,No,0
462212,Male,No,23,No,Engineer,0.0,Low,4.0,No,2
467369,Male,No,41,Yes,Artist,2.0,Low,3.0,No,0
467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,No,0
464246,Female,Yes,59,Yes,Artist,0.0,Average,2.0,No,4
461201,Female,No,59,Yes,Artist,,Low,1.0,No,0
467921,Female,No,43,Yes,Artist,1.0,Low,4.0,No,0
462240,Male,Yes,80,No,Lawyer,0.0,High,3.0,Yes,3
465638,Female,Yes,51,Yes,Artist,,Low,,No,4
459012,Male,Yes,48,Yes,Artist,3.0,Low,5.0,No,1
465198,Male,Yes,53,Yes,Entertainment,8.0,Average,4.0,No,1
460554,Male,Yes,38,No,Artist,5.0,Average,3.0,No,1
463441,Male,Yes,42,Yes,Artist,8.0,High,4.0,Yes,1
465693,Female,Yes,25,Yes,Healthcare,1.0,High,4.0,Yes,4
465367,Male,Yes,68,No,Executive,0.0,High,4.0,Yes,3
462271,Male,Yes,45,Yes,Executive,2.0,Average,4.0,No,1
465832,Male,Yes,49,Yes,Executive,10.0,High,4.0,Yes,1
463865,Male,Yes,46,Yes,Artist,0.0,Average,5.0,No,1
465152,Male,No,43,Yes,Artist,1.0,Low,3.0,No,0
466346,Female,No,23,No,Healthcare,9.0,Low,4.0,No,2
465044,Female,Yes,47,Yes,Engineer,0.0,Average,4.0,Yes,4
459914,Male,No,38,Yes,Artist,2.0,Low,1.0,No,0
467750,Male,Yes,40,Yes,Artist,,Average,3.0,No,1
464673,Male,Yes,43,No,Executive,2.0,High,7.0,Yes,1
464737,Female,Yes,56,No,Engineer,0.0,Average,6.0,Yes,4
463158,Male,Yes,78,Yes,Executive,0.0,High,2.0,Yes,3
462559,Female,No,42,Yes,Engineer,11.0,Average,4.0,Yes,0
459510,Female,No,23,No,Healthcare,0.0,Low,3.0,No,2
463953,Male,Yes,28,Yes,Entertainment,3.0,Average,3.0,No,1
466707,Female,Yes,48,Yes,Homemaker,1.0,Low,4.0,No,4
461558,Male,Yes,41,Yes,Engineer,0.0,Average,1.0,Yes,1
460296,Female,Yes,60,Yes,Artist,1.0,Low,2.0,No,4
467113,Male,Yes,80,Yes,Lawyer,,Low,1.0,No,3
460130,Male,No,27,Yes,Healthcare,2.0,Low,4.0,No,2
465092,Male,Yes,65,Yes,Executive,2.0,High,3.0,Yes,1
467264,Male,No,19,No,Marketing,0.0,High,4.0,Yes,2
464745,Male,,60,No,Engineer,0.0,Average,3.0,Yes,1
464077,Female,Yes,56,Yes,Artist,2.0,High,3.0,Yes,4
463906,Female,Yes,38,Yes,Engineer,2.0,Average,5.0,Yes,4
467470,Male,Yes,51,Yes,Engineer,3.0,Average,2.0,Yes,1
461988,Male,Yes,32,No,Engineer,0.0,Average,1.0,Yes,1
463112,Male,Yes,70,Yes,Lawyer,,Low,1.0,No,3
462246,Female,Yes,80,No,Lawyer,3.0,High,2.0,Yes,3
460529,Male,No,33,No,Artist,,Low,,No,2
460637,Female,No,19,No,Healthcare,,Low,,No,2
466127,Male,Yes,54,Yes,Doctor,0.0,Average,5.0,Yes,1
466985,Female,Yes,42,No,Engineer,1.0,Average,8.0,Yes,4
459276,Female,No,20,No,Healthcare,0.0,Low,4.0,No,2
463005,Female,Yes,40,Yes,Homemaker,10.0,Average,2.0,No,4
461878,Male,No,33,Yes,Healthcare,3.0,Low,1.0,No,0
465060,Female,Yes,79,No,Lawyer,12.0,High,4.0,Yes,3
459213,Female,No,38,Yes,Healthcare,0.0,Low,4.0,No,2
459643,Male,Yes,39,No,Executive,0.0,High,3.0,Yes,1
463399,Female,No,26,No,Marketing,3.0,Low,3.0,No,2
464809,Male,Yes,46,,Entertainment,,Average,5.0,No,1
467007,Female,Yes,35,No,Engineer,0.0,High,1.0,Yes,4
465927,Female,No,25,Yes,Healthcare,0.0,Low,1.0,No,0
460736,Male,No,19,No,Entertainment,0.0,Low,3.0,No,2
464284,Female,Yes,42,Yes,Artist,,Low,,No,4
458994,Male,Yes,38,Yes,Healthcare,8.0,Average,4.0,No,1
461975,Female,No,42,Yes,Entertainment,6.0,Low,2.0,No,0
466365,Female,Yes,50,,Artist,0.0,Average,3.0,No,4
461443,Female,Yes,70,Yes,Artist,1.0,Average,2.0,No,4
462327,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,No,1
467865,Female,No,35,Yes,Artist,3.0,Low,1.0,No,0
463391,Male,Yes,62,Yes,Doctor,5.0,Low,1.0,No,1
464754,Female,Yes,43,No,Engineer,4.0,Average,7.0,Yes,4
465318,Male,No,21,No,Doctor,6.0,Low,6.0,No,2
461371,Male,Yes,37,Yes,Doctor,0.0,Average,2.0,Yes,1
462611,Male,Yes,44,No,Executive,3.0,High,6.0,Yes,1
460422,Male,Yes,48,Yes,Entertainment,2.0,High,,Yes,1
459753,Male,Yes,40,Yes,Marketing,,Average,2.0,No,3
466792,Female,Yes,82,No,Lawyer,0.0,Low,1.0,No,3
466984,Female,No,43,Yes,Homemaker,9.0,Low,,No,0
462365,Male,Yes,74,Yes,Lawyer,0.0,High,3.0,Yes,3
462470,Male,Yes,80,Yes,Executive,3.0,Low,1.0,No,3
466939,Male,Yes,68,No,Lawyer,0.0,High,1.0,Yes,3
465566,Male,No,50,Yes,Artist,1.0,Low,3.0,No,0
461006,Female,Yes,21,No,Healthcare,0.0,High,,Yes,4
464565,Male,No,30,Yes,Marketing,12.0,Low,4.0,No,2
467628,Male,Yes,75,No,Executive,,High,3.0,Yes,3
462940,Male,No,75,No,Lawyer,,Low,2.0,No,3
467698,Female,Yes,40,No,Artist,3.0,Average,,No,4
461925,Female,No,33,Yes,Artist,0.0,Low,5.0,No,0
463417,Male,Yes,59,Yes,Artist,,Low,,No,1
467278,Female,No,80,Yes,Artist,0.0,High,3.0,Yes,4
462692,Female,Yes,35,No,Artist,,Average,2.0,No,4
465177,Female,No,60,Yes,Entertainment,1.0,Low,2.0,No,0
463428,Male,Yes,29,Yes,Executive,0.0,High,6.0,Yes,1
462500,Male,Yes,44,Yes,Doctor,3.0,Average,2.0,Yes,1
467329,Female,No,40,Yes,Doctor,0.0,Low,1.0,No,0
465106,Male,Yes,48,Yes,Executive,0.0,High,2.0,Yes,1
464728,Male,Yes,50,No,Entertainment,3.0,High,5.0,Yes,1
463948,Male,Yes,35,No,Executive,3.0,High,4.0,Yes,1
459036,Female,No,19,No,Lawyer,1.0,Average,4.0,Yes,2
467278,Female,Yes,80,Yes,Artist,0.0,High,2.0,Yes,4
459476,Male,Yes,38,Yes,Artist,0.0,High,3.0,Yes,1
463633,Male,Yes,34,Yes,Doctor,0.0,Average,2.0,Yes,1
465063,Female,No,71,Yes,Lawyer,3.0,High,2.0,Yes,3
467608,Male,No,32,Yes,Engineer,6.0,Low,1.0,No,0
466093,Male,No,52,Yes,Entertainment,1.0,Low,5.0,No,2
463493,Male,Yes,42,Yes,Executive,,High,4.0,Yes,1
460694,Female,Yes,53,No,Engineer,3.0,Low,1.0,No,4
460999,Male,No,26,Yes,Engineer,1.0,Low,3.0,No,0
460756,Female,No,28,No,Homemaker,8.0,Low,,No,2
462113,Female,Yes,63,Yes,Artist,7.0,High,5.0,Yes,4
459398,Female,Yes,56,No,Lawyer,,High,2.0,Yes,3
462452,Male,No,22,No,Healthcare,1.0,Low,,No,2
466127,Male,Yes,46,Yes,Doctor,0.0,Average,4.0,Yes,1
463088,Female,Yes,80,No,Lawyer,2.0,High,3.0,Yes,3
464201,Female,No,30,No,Healthcare,0.0,Low,9.0,No,2
459697,Female,Yes,79,Yes,Lawyer,0.0,High,4.0,Yes,3
467734,Male,Yes,76,Yes,Lawyer,4.0,High,3.0,Yes,3
459425,Female,Yes,80,Yes,Lawyer,0.0,High,1.0,Yes,3
463131,Male,Yes,66,No,Entertainment,1.0,High,2.0,Yes,3
463135,Male,Yes,46,Yes,Artist,5.0,Average,2.0,No,1
467013,Male,Yes,66,Yes,Executive,0.0,High,2.0,Yes,3
467023,Male,No,24,No,Doctor,8.0,Average,2.0,Yes,0
466761,Female,Yes,48,Yes,Entertainment,2.0,Low,1.0,No,4
467647,Male,No,28,Yes,Healthcare,2.0,Low,3.0,No,0
465670,Female,No,48,No,Engineer,12.0,Low,1.0,No,0
459039,Male,Yes,45,Yes,Artist,1.0,Average,2.0,No,1
466283,Male,Yes,63,Yes,Artist,0.0,High,1.0,Yes,1
460290,Female,,52,Yes,Artist,,High,1.0,Yes,4
467460,Female,Yes,36,Yes,Homemaker,8.0,Average,2.0,No,4
465030,Male,Yes,35,Yes,Executive,9.0,High,4.0,Yes,1
463452,Female,Yes,79,Yes,Lawyer,0.0,High,2.0,Yes,3
466180,Male,Yes,70,No,Lawyer,0.0,Low,1.0,No,3
460810,Female,Yes,80,No,Lawyer,0.0,High,1.0,Yes,3
463860,Male,Yes,35,Yes,Healthcare,2.0,High,3.0,Yes,1
467697,Female,No,39,Yes,Healthcare,0.0,Low,1.0,No,0
460444,Male,Yes,60,No,Artist,0.0,Low,1.0,No,1
464925,Male,,60,No,Executive,6.0,Average,2.0,No,1
463089,Male,Yes,56,Yes,Executive,6.0,High,4.0,Yes,1
467217,Female,Yes,78,Yes,Lawyer,,High,1.0,Yes,3
460757,Female,No,31,No,Homemaker,10.0,High,4.0,Yes,2
459402,Female,Yes,51,Yes,Artist,1.0,Average,4.0,No,4
460211,Male,Yes,25,,Artist,6.0,Low,1.0,No,1
459130,Female,Yes,74,No,Lawyer,0.0,High,2.0,Yes,3
463062,Female,Yes,37,Yes,Artist,,Average,3.0,No,4
459731,Male,Yes,61,Yes,Artist,0.0,High,2.0,Yes,1
465975,Male,No,42,Yes,Artist,8.0,Low,1.0,No,0
465843,Female,No,37,Yes,Artist,0.0,Low,1.0,No,0
462376,Male,Yes,71,Yes,Executive,0.0,High,2.0,Yes,3
461682,Male,Yes,78,No,Executive,3.0,High,3.0,Yes,3
467123,Female,Yes,47,Yes,Executive,5.0,High,3.0,Yes,4
462220,Female,No,18,No,Healthcare,7.0,Low,3.0,No,2
467130,Female,Yes,29,No,Homemaker,,High,3.0,Yes,4
466455,Female,Yes,30,Yes,Doctor,4.0,Low,2.0,No,4
460933,Female,Yes,80,Yes,Lawyer,0.0,High,2.0,Yes,3
466921,Female,No,22,No,Healthcare,3.0,Low,3.0,No,2
